timestamp,etat_machine,vibration_x,vibration_y,vibration_z
2025-06-06 12:28:24,en_marche,1.22,0.42,0.17
2025-06-06 12:29:24,en_marche,0.72,0.59,0.4
2025-06-06 12:30:24,en_marche,1.02,1.13,1.08
2025-06-06 12:31:24,en_marche,1.12,0.62,0.51
2025-06-06 12:32:24,en_marche,0.72,1.09,1.1
2025-06-06 12:33:24,en_marche,1.14,0.63,1.15
2025-06-06 12:34:24,en_marche,0.58,0.67,0.59
2025-06-06 12:35:24,en_marche,0.95,1.08,0.89
2025-06-06 12:36:24,en_marche,1.29,1.49,0.76
2025-06-06 12:37:24,en_marche,0.18,0.97,1.12
2025-06-06 12:38:24,en_marche,1.25,0.86,0.81
2025-06-06 12:39:24,en_marche,0.86,0.22,0.65
2025-06-06 12:40:24,en_marche,0.8,1.02,0.39
2025-06-06 12:41:24,en_marche,0.22,0.63,1.42
2025-06-06 12:42:24,en_marche,0.8,1.49,1.14
2025-06-06 12:43:24,en_marche,0.42,0.83,0.57
2025-06-06 12:44:24,en_marche,0.67,0.91,0.74
2025-06-06 12:45:24,en_marche,0.9,0.88,0.93
2025-06-06 12:46:24,en_marche,0.35,0.63,0.61
2025-06-06 12:47:24,en_marche,1.05,0.53,0.55
2025-06-06 12:48:24,en_marche,0.78,1.28,0.98
2025-06-06 12:49:24,en_marche,0.7,0.52,0.65
2025-06-06 12:50:24,en_marche,0.87,1.22,0.82
2025-06-06 12:51:24,en_marche,0.87,0.68,0.89
2025-06-06 12:52:24,en_marche,0.59,1.12,0.67
2025-06-06 12:53:24,en_marche,1.11,1.05,0.83
2025-06-06 12:54:24,en_marche,0.78,0.87,1.1
2025-06-06 12:55:24,en_marche,1.06,1.07,0.99
2025-06-06 12:56:24,en_marche,0.68,1.51,0.86
2025-06-06 12:57:24,en_marche,0.37,0.63,0.84
2025-06-06 12:58:24,en_marche,0.86,1.52,0.98
2025-06-06 12:59:24,en_marche,0.79,0.56,1.45
2025-06-06 13:00:24,en_marche,0.53,1.03,0.96
2025-06-06 13:01:24,en_marche,1.21,1.04,0.95
2025-06-06 13:02:24,en_marche,1.14,0.74,0.58
2025-06-06 13:03:24,en_marche,0.89,0.77,0.74
2025-06-06 13:04:24,en_marche,0.85,1.06,1.26
2025-06-06 13:05:24,en_marche,0.23,1.01,0.77
2025-06-06 13:06:24,en_marche,0.65,0.85,0.64
2025-06-06 13:07:24,en_marche,0.88,1.2,0.89
2025-06-06 13:08:24,en_marche,0.87,0.56,0.85
2025-06-06 13:09:24,en_marche,1.11,0.6,0.94
2025-06-06 13:10:24,en_marche,0.84,0.78,0.31
2025-06-06 13:11:24,en_marche,0.42,0.61,0.22
2025-06-06 13:12:24,en_marche,0.64,1.11,0.72
2025-06-06 13:13:24,en_marche,0.81,0.23,0.74
2025-06-06 13:14:24,en_marche,0.7,0.43,0.81
2025-06-06 13:15:24,en_marche,0.81,0.88,1.15
2025-06-06 13:16:24,en_marche,0.32,1.14,0.81
2025-06-06 13:17:24,en_marche,1.1,0.55,0.42
2025-06-06 13:18:24,en_marche,0.7,0.86,0.54
2025-06-06 13:19:24,en_marche,0.33,0.87,0.41
2025-06-06 13:20:24,en_marche,0.78,1.29,0.97
2025-06-06 13:21:24,en_marche,0.7,1.04,0.9
2025-06-06 13:22:24,en_marche,0.9,1.08,0.74
2025-06-06 13:23:24,en_marche,0.95,1.15,0.5
2025-06-06 13:24:24,en_marche,0.46,0.32,0.21
2025-06-06 13:25:24,en_marche,0.8,0.71,1.16
2025-06-06 13:26:24,en_marche,0.75,0.58,0.77
2025-06-06 13:27:24,en_marche,0.98,0.29,0.23
2025-06-06 13:28:24,en_marche,0.81,0.9,0.59
2025-06-06 13:29:24,en_marche,0.76,0.42,0.93
2025-06-06 13:30:24,en_marche,0.83,1.3,0.81
2025-06-06 13:31:24,en_marche,0.28,1.24,0.76
2025-06-06 13:32:24,en_marche,0.73,0.55,0.49
2025-06-06 13:33:24,en_marche,1.31,0.81,0.26
2025-06-06 13:34:24,en_marche,0.63,1.17,0.75
2025-06-06 13:35:24,en_marche,0.68,1.25,0.77
2025-06-06 13:36:24,en_marche,1.0,0.87,1.3
2025-06-06 13:37:24,en_marche,1.34,0.65,0.72
2025-06-06 13:38:24,en_marche,0.55,1.52,1.33
2025-06-06 13:39:24,en_marche,1.11,1.47,1.0
2025-06-06 13:40:24,en_marche,0.96,1.01,0.4
2025-06-06 13:41:24,en_marche,1.51,0.76,0.95
2025-06-06 13:42:24,en_marche,0.65,0.72,0.59
2025-06-06 13:43:24,en_marche,1.38,0.55,0.78
2025-06-06 13:44:24,en_marche,1.22,0.88,0.45
2025-06-06 13:45:24,en_marche,0.56,0.76,0.55
2025-06-06 13:46:24,en_marche,0.39,1.12,0.82
2025-06-06 13:47:24,en_marche,0.72,1.04,0.55
2025-06-06 13:48:24,en_marche,0.43,1.1,0.74
2025-06-06 13:49:24,en_marche,0.89,0.45,0.64
2025-06-06 13:50:24,en_marche,0.89,0.63,0.79
2025-06-06 13:51:24,en_marche,0.76,0.49,0.72
2025-06-06 13:52:24,en_marche,0.75,1.27,1.4
2025-06-06 13:53:24,en_marche,0.97,0.93,0.66
2025-06-06 13:54:24,en_marche,1.1,0.67,0.78
2025-06-06 13:55:24,en_marche,0.91,1.14,0.85
2025-06-06 13:56:24,en_marche,0.61,1.04,0.18
2025-06-06 13:57:24,en_marche,0.88,0.93,0.91
2025-06-06 13:58:24,en_marche,0.88,1.35,0.67
2025-06-06 13:59:24,en_marche,1.03,0.59,0.99
2025-06-06 14:00:24,en_marche,0.41,0.59,1.04
2025-06-06 14:01:24,en_marche,0.45,0.3,1.05
2025-06-06 14:02:24,en_marche,0.41,1.06,0.61
2025-06-06 14:03:24,en_marche,0.54,0.68,0.52
2025-06-06 14:04:24,en_marche,0.98,1.09,0.79
2025-06-06 14:05:24,en_marche,1.15,0.57,0.21
2025-06-06 14:06:24,en_marche,1.04,0.54,0.39
2025-06-06 14:07:24,en_marche,1.26,0.7,0.43
2025-06-06 14:08:24,en_marche,0.87,0.28,0.49
2025-06-06 14:09:24,en_marche,0.85,0.95,0.51
2025-06-06 14:10:24,en_marche,1.3,0.55,0.77
2025-06-06 14:11:24,en_marche,0.62,0.6,1.26
2025-06-06 14:12:24,en_marche,0.42,0.55,0.69
2025-06-06 14:13:24,en_marche,0.92,0.43,0.72
2025-06-06 14:14:24,en_marche,1.06,1.03,1.04
2025-06-06 14:15:24,en_marche,0.24,0.8,0.82
2025-06-06 14:16:24,en_marche,1.05,1.07,1.31
2025-06-06 14:17:24,en_marche,1.06,0.88,0.37
2025-06-06 14:18:24,en_marche,0.53,0.83,0.96
2025-06-06 14:19:24,en_marche,0.81,1.09,1.49
2025-06-06 14:20:24,en_marche,0.65,1.25,1.12
2025-06-06 14:21:24,en_marche,0.64,1.05,1.0
2025-06-06 14:22:24,en_marche,0.47,1.21,1.15
2025-06-06 14:23:24,en_marche,1.16,0.75,0.48
2025-06-06 14:24:24,en_marche,0.41,0.44,0.28
2025-06-06 14:25:24,en_marche,0.79,0.87,0.91
2025-06-06 14:26:24,en_marche,0.37,0.71,1.07
2025-06-06 14:27:24,en_marche,0.8,0.77,0.72
2025-06-06 14:28:24,en_marche,0.81,0.76,1.37
2025-06-06 14:29:24,en_marche,0.31,0.7,0.59
2025-06-06 14:30:24,en_marche,1.04,0.2,0.81
2025-06-06 14:31:24,en_marche,1.13,1.31,0.85
2025-06-06 14:32:24,en_marche,1.08,0.38,1.02
2025-06-06 14:33:24,en_marche,0.35,1.14,0.75
2025-06-06 14:34:24,en_marche,0.69,0.97,0.69
2025-06-06 14:35:24,en_marche,0.84,1.22,0.58
2025-06-06 14:36:24,en_marche,0.73,1.15,0.85
2025-06-06 14:37:24,en_marche,0.18,0.32,0.95
2025-06-06 14:38:24,en_marche,0.61,0.62,0.81
2025-06-06 14:39:24,en_marche,0.94,0.92,0.38
2025-06-06 14:40:24,en_marche,0.49,0.65,0.95
2025-06-06 14:41:24,en_marche,0.58,1.12,1.02
2025-06-06 14:42:24,en_marche,1.03,0.8,1.13
2025-06-06 14:43:24,en_marche,0.52,0.97,0.63
2025-06-06 14:44:24,en_marche,0.63,0.85,0.79
2025-06-06 14:45:24,en_marche,1.25,0.73,0.92
2025-06-06 14:46:24,en_marche,1.32,0.71,0.87
2025-06-06 14:47:24,en_marche,0.62,0.84,0.76
2025-06-06 14:48:24,en_marche,0.3,0.93,0.64
2025-06-06 14:49:24,en_marche,0.77,0.7,0.67
2025-06-06 14:50:24,en_marche,1.06,1.32,0.4
2025-06-06 14:51:24,en_marche,0.98,0.24,0.54
2025-06-06 14:52:24,en_marche,0.43,0.34,0.2
2025-06-06 14:53:24,en_marche,0.76,0.95,1.38
2025-06-06 14:54:24,en_marche,0.81,0.97,0.33
2025-06-06 14:55:24,en_marche,0.99,0.73,0.81
2025-06-06 14:56:24,en_marche,0.99,0.9,0.23
2025-06-06 14:57:24,en_marche,1.0,0.74,0.49
2025-06-06 14:58:24,en_marche,1.06,0.72,0.66
2025-06-06 14:59:24,en_marche,0.53,0.98,0.59
2025-06-06 15:00:24,en_marche,0.57,0.96,0.88
2025-06-06 15:01:24,en_marche,0.89,0.49,0.7
2025-06-06 15:02:24,en_marche,0.69,0.98,0.86
2025-06-06 15:03:24,en_marche,1.09,0.8,1.06
2025-06-06 15:04:24,en_marche,0.83,0.37,1.48
2025-06-06 15:05:24,en_marche,1.04,0.95,0.85
2025-06-06 15:06:24,en_marche,1.07,0.89,0.23
2025-06-06 15:07:24,en_marche,0.88,0.64,1.0
2025-06-06 15:08:24,en_marche,0.77,1.24,0.82
2025-06-06 15:09:24,en_marche,0.84,1.21,0.38
2025-06-06 15:10:24,en_marche,1.18,0.71,0.52
2025-06-06 15:11:24,en_marche,0.72,0.95,0.42
2025-06-06 15:12:24,en_marche,1.06,0.69,0.69
2025-06-06 15:13:24,en_marche,0.65,0.61,1.03
2025-06-06 15:14:24,en_marche,0.69,1.04,1.08
2025-06-06 15:15:24,en_marche,1.22,0.39,0.75
2025-06-06 15:16:24,en_marche,0.56,1.01,0.54
2025-06-06 15:17:24,en_marche,1.15,0.18,1.05
2025-06-06 15:18:24,en_marche,1.16,0.72,0.61
2025-06-06 15:19:24,en_marche,0.86,0.39,0.88
2025-06-06 15:20:24,en_marche,0.62,0.47,0.94
2025-06-06 15:21:24,en_marche,1.54,1.33,1.09
2025-06-06 15:22:24,en_marche,1.03,0.89,0.57
2025-06-06 15:23:24,en_marche,1.29,1.09,0.87
2025-06-06 15:24:24,en_marche,0.34,0.83,0.58
2025-06-06 15:25:24,panne,2.64,2.2,2.12
2025-06-06 15:26:24,panne,1.96,1.78,1.61
2025-06-06 15:27:24,panne,2.0,1.56,1.63
2025-06-06 15:28:24,panne,4.68,4.23,3.95
2025-06-06 15:29:24,panne,1.99,1.69,1.57
2025-06-06 15:30:24,panne,1.98,1.69,1.5
2025-06-06 15:31:24,panne,3.48,2.82,2.75
2025-06-06 15:32:24,panne,4.04,3.65,3.72
2025-06-06 15:33:24,panne,2.85,2.49,2.51
2025-06-06 15:34:24,panne,3.34,2.85,2.7
2025-06-06 15:35:24,panne,4.01,2.73,2.96
2025-06-06 15:36:24,panne,3.07,2.65,2.46
2025-06-06 15:37:24,panne,2.39,1.94,1.95
2025-06-06 15:38:24,panne,1.99,1.64,1.72
2025-06-06 15:39:24,panne,2.7,2.19,2.02
2025-06-06 15:40:24,panne,2.27,1.87,2.0
2025-06-06 15:41:24,panne,2.27,1.46,1.76
2025-06-06 15:42:24,panne,3.44,2.65,3.05
2025-06-06 15:43:24,panne,2.68,1.92,1.95
2025-06-06 15:44:24,panne,2.03,1.44,1.76
2025-06-06 15:45:24,panne,1.97,1.6,1.58
2025-06-06 15:46:24,panne,3.63,2.95,2.74
2025-06-06 15:47:24,panne,2.04,1.42,1.25
2025-06-06 15:48:24,panne,3.73,3.12,3.25
2025-06-06 15:49:24,panne,2.93,2.14,2.28
2025-06-06 15:50:24,panne,2.86,2.41,2.32
2025-06-06 15:51:24,panne,2.5,2.08,1.84
2025-06-06 15:52:24,panne,1.98,1.47,1.54
2025-06-06 15:53:24,panne,1.99,1.71,1.88
2025-06-06 15:54:24,panne,3.17,2.26,2.11
2025-06-06 15:55:24,panne,4.74,3.72,3.97
2025-06-06 15:56:24,panne,4.66,3.29,3.66
2025-06-06 15:57:24,panne,3.47,3.12,2.95
2025-06-06 15:58:24,panne,2.61,1.93,1.99
2025-06-06 15:59:24,arret_production,0.03,0.08,0.13
2025-06-06 16:00:24,arret_production,0.14,0.05,0.0
2025-06-06 16:01:24,arret_production,0.08,0.22,0.11
2025-06-06 16:02:24,arret_production,0.02,0.13,0.11
2025-06-06 16:03:24,arret_production,0.11,0.14,0.11
2025-06-06 16:04:24,arret_production,0.11,0.07,0.12
2025-06-06 16:05:24,arret_production,0.15,0.15,0.15
2025-06-06 16:06:24,arret_production,0.05,0.06,0.12
2025-06-06 16:07:24,arret_production,0.07,0.14,0.12
2025-06-06 16:08:24,arret_production,0.12,0.08,0.06
2025-06-06 16:09:24,arret_production,0.11,0.05,0.07
2025-06-06 16:10:24,arret_production,0.1,0.12,0.11
2025-06-06 16:11:24,arret_production,0.06,0.11,0.1
2025-06-06 16:12:24,arret_production,0.12,0.01,0.08
2025-06-06 16:13:24,arret_production,0.0,0.21,0.05
2025-06-06 16:14:24,arret_production,0.08,0.16,0.08
2025-06-06 16:15:24,arret_production,0.15,0.01,0.13
2025-06-06 16:16:24,arret_production,0.15,0.08,0.25
2025-06-06 16:17:24,arret_production,0.21,0.1,0.03
2025-06-06 16:18:24,arret_production,0.13,0.07,0.23
2025-06-06 16:19:24,arret_production,0.13,0.19,0.11
2025-06-06 16:20:24,arret_production,0.12,0.15,0.12
2025-06-06 16:21:24,arret_production,0.03,0.0,0.08
2025-06-06 16:22:24,arret_production,0.1,0.12,0.06
2025-06-06 16:23:24,arret_production,0.15,0.16,0.05
2025-06-06 16:24:24,arret_production,0.08,0.17,0.1
2025-06-06 16:25:24,arret_production,0.08,0.04,0.15
2025-06-06 16:26:24,arret_production,0.17,0.06,0.1
2025-06-06 16:27:24,arret_production,0.21,0.16,0.12
2025-06-06 16:28:24,arret_production,0.11,0.0,0.03
2025-06-06 16:29:24,arret_production,0.12,0.13,0.03
2025-06-06 16:30:24,arret_production,0.11,0.22,0.14
2025-06-06 16:31:24,arret_production,0.16,0.09,0.19
2025-06-06 16:32:24,arret_production,0.08,0.21,0.1
2025-06-06 16:33:24,arret_production,0.17,0.03,0.05
2025-06-06 16:34:24,arret_production,0.08,0.22,0.08
2025-06-06 16:35:24,arret_production,0.12,0.09,0.1
2025-06-06 16:36:24,en_marche,0.72,1.07,0.77
2025-06-06 16:37:24,en_marche,1.03,0.53,1.01
2025-06-06 16:38:24,en_marche,1.0,1.12,0.38
2025-06-06 16:39:24,en_marche,0.93,0.8,1.27
2025-06-06 16:40:24,en_marche,0.64,0.97,0.92
2025-06-06 16:41:24,en_marche,0.35,0.76,0.64
2025-06-06 16:42:24,en_marche,0.57,0.22,1.1
2025-06-06 16:43:24,en_marche,0.76,0.63,1.02
2025-06-06 16:44:24,en_marche,0.89,0.71,1.04
2025-06-06 16:45:24,en_marche,0.67,0.65,1.0
2025-06-06 16:46:24,en_marche,1.25,0.65,1.38
2025-06-06 16:47:24,en_marche,0.7,0.52,1.0
2025-06-06 16:48:24,en_marche,1.16,0.2,1.02
2025-06-06 16:49:24,en_marche,1.11,0.47,0.36
2025-06-06 16:50:24,en_marche,0.78,0.82,0.86
2025-06-06 16:51:24,en_marche,1.3,0.91,1.01
2025-06-06 16:52:24,en_marche,1.02,0.78,0.97
2025-06-06 16:53:24,en_marche,0.6,0.59,0.91
2025-06-06 16:54:24,en_marche,1.48,0.89,0.18
2025-06-06 16:55:24,en_marche,0.27,1.05,1.19
2025-06-06 16:56:24,en_marche,1.11,0.35,1.17
2025-06-06 16:57:24,en_marche,1.13,1.19,1.06
2025-06-06 16:58:24,en_marche,0.78,0.44,0.55
2025-06-06 16:59:24,en_marche,0.88,0.86,0.92
2025-06-06 17:00:24,en_marche,0.95,1.48,0.64
2025-06-06 17:01:24,en_marche,0.6,0.53,1.09
2025-06-06 17:02:24,en_marche,0.87,0.82,0.88
2025-06-06 17:03:24,en_marche,1.09,0.93,1.16
2025-06-06 17:04:24,en_marche,1.31,0.39,0.51
2025-06-06 17:05:24,en_marche,0.22,0.68,0.78
2025-06-06 17:06:24,en_marche,0.71,0.88,0.72
2025-06-06 17:07:24,en_marche,1.15,0.77,0.7
2025-06-06 17:08:24,en_marche,0.81,0.52,0.79
2025-06-06 17:09:24,en_marche,0.4,0.8,0.76
2025-06-06 17:10:24,en_marche,0.9,0.86,0.83
2025-06-06 17:11:24,en_marche,0.66,0.85,0.74
2025-06-06 17:12:24,en_marche,0.67,0.78,0.53
2025-06-06 17:13:24,en_marche,0.51,0.59,1.4
2025-06-06 17:14:24,en_marche,0.69,0.75,0.42
2025-06-06 17:15:24,en_marche,0.99,0.54,0.73
2025-06-06 17:16:24,en_marche,1.05,0.97,0.89
2025-06-06 17:17:24,en_marche,0.9,0.94,1.03
2025-06-06 17:18:24,en_marche,1.01,0.24,0.82
2025-06-06 17:19:24,en_marche,0.23,0.35,0.6
2025-06-06 17:20:24,en_marche,1.28,1.11,1.06
2025-06-06 17:21:24,en_marche,0.36,1.12,0.77
2025-06-06 17:22:24,en_marche,0.51,0.77,0.88
2025-06-06 17:23:24,en_marche,1.39,1.24,0.94
2025-06-06 17:24:24,en_marche,1.5,0.66,1.09
2025-06-06 17:25:24,en_marche,0.61,0.58,0.85
2025-06-06 17:26:24,en_marche,0.85,0.91,0.41
2025-06-06 17:27:24,en_marche,0.76,1.29,0.5
2025-06-06 17:28:24,en_marche,0.64,0.64,0.69
2025-06-06 17:29:24,en_marche,0.58,0.96,0.96
2025-06-06 17:30:24,en_marche,0.68,0.69,1.0
2025-06-06 17:31:24,en_marche,0.88,0.49,0.88
2025-06-06 17:32:24,en_marche,0.53,0.25,0.57
2025-06-06 17:33:24,en_marche,0.89,0.79,0.83
2025-06-06 17:34:24,en_marche,0.74,0.55,0.58
2025-06-06 17:35:24,en_marche,1.13,0.88,0.51
2025-06-06 17:36:24,en_marche,0.83,1.04,0.6
2025-06-06 17:37:24,en_marche,0.7,0.6,1.42
2025-06-06 17:38:24,en_marche,1.12,0.59,1.37
2025-06-06 17:39:24,en_marche,0.72,1.17,0.5
2025-06-06 17:40:24,en_marche,1.21,0.72,0.9
2025-06-06 17:41:24,en_marche,1.33,0.79,0.83
2025-06-06 17:42:24,en_marche,1.37,0.41,0.77
2025-06-06 17:43:24,en_marche,0.9,1.17,0.72
2025-06-06 17:44:24,en_marche,0.97,1.4,1.22
2025-06-06 17:45:24,en_marche,0.65,0.59,0.77
2025-06-06 17:46:24,en_marche,1.01,0.86,0.69
2025-06-06 17:47:24,en_marche,0.64,0.67,0.54
2025-06-06 17:48:24,en_marche,0.78,0.5,1.09
2025-06-06 17:49:24,en_marche,0.98,1.35,0.73
2025-06-06 17:50:24,en_marche,0.24,0.9,0.99
2025-06-06 17:51:24,en_marche,1.07,0.65,0.74
2025-06-06 17:52:24,en_marche,1.24,0.29,0.8
2025-06-06 17:53:24,en_marche,1.12,0.21,0.79
2025-06-06 17:54:24,en_marche,1.31,0.81,1.19
2025-06-06 17:55:24,en_marche,0.69,0.82,0.95
2025-06-06 17:56:24,en_marche,0.97,0.44,0.27
2025-06-06 17:57:24,en_marche,0.98,0.85,1.18
2025-06-06 17:58:24,en_marche,1.4,0.96,0.23
2025-06-06 17:59:24,en_marche,0.87,0.99,0.83
2025-06-06 18:00:24,en_marche,1.04,0.21,0.74
2025-06-06 18:01:24,en_marche,0.62,1.12,1.49
2025-06-06 18:02:24,en_marche,1.5,0.81,0.64
2025-06-06 18:03:24,en_marche,0.93,0.73,0.77
2025-06-06 18:04:24,en_marche,0.56,0.53,0.79
2025-06-06 18:05:24,en_marche,0.62,0.7,0.79
2025-06-06 18:06:24,en_marche,0.47,0.57,0.81
2025-06-06 18:07:24,en_marche,1.17,0.69,0.97
2025-06-06 18:08:24,en_marche,0.48,1.28,1.0
2025-06-06 18:09:24,en_marche,0.57,0.48,0.56
2025-06-06 18:10:24,en_marche,0.97,0.79,0.7
2025-06-06 18:11:24,en_marche,0.74,0.62,0.98
2025-06-06 18:12:24,en_marche,0.56,0.82,1.1
2025-06-06 18:13:24,en_marche,1.09,0.75,1.22
2025-06-06 18:14:24,en_marche,0.49,0.67,1.19
2025-06-06 18:15:24,en_marche,0.5,0.85,0.81
2025-06-06 18:16:24,en_marche,0.94,1.34,0.26
2025-06-06 18:17:24,en_marche,1.44,0.77,0.85
2025-06-06 18:18:24,en_marche,0.4,0.89,0.69
2025-06-06 18:19:24,en_marche,0.91,0.6,1.22
2025-06-06 18:20:24,en_marche,0.74,0.88,0.72
2025-06-06 18:21:24,en_marche,0.8,0.38,0.62
2025-06-06 18:22:24,en_marche,0.88,0.49,0.73
2025-06-06 18:23:24,en_marche,0.78,0.74,0.85
2025-06-06 18:24:24,en_marche,0.52,0.64,0.47
2025-06-06 18:25:24,en_marche,1.04,0.55,0.95
2025-06-06 18:26:24,en_marche,0.75,1.27,0.87
2025-06-06 18:27:24,en_marche,1.1,0.21,0.99
2025-06-06 18:28:24,en_marche,0.7,0.63,0.47
2025-06-06 18:29:24,en_marche,0.69,1.07,0.43
2025-06-06 18:30:24,en_marche,0.65,1.31,0.85
2025-06-06 18:31:24,en_marche,0.37,0.8,1.32
2025-06-06 18:32:24,en_marche,0.56,0.46,1.28
2025-06-06 18:33:24,en_marche,0.52,0.89,0.55
2025-06-06 18:34:24,en_marche,0.64,1.0,0.79
2025-06-06 18:35:24,en_marche,1.13,1.09,0.74
2025-06-06 18:36:24,en_marche,0.94,0.74,0.58
2025-06-06 18:37:24,en_marche,0.21,0.43,0.45
2025-06-06 18:38:24,en_marche,0.72,0.84,0.6
2025-06-06 18:39:24,en_marche,0.98,1.36,0.76
2025-06-06 18:40:24,en_marche,0.47,1.42,0.88
2025-06-06 18:41:24,en_marche,0.94,0.5,0.59
2025-06-06 18:42:24,en_marche,0.42,1.0,0.34
2025-06-06 18:43:24,en_marche,0.42,0.55,0.19
2025-06-06 18:44:24,en_marche,0.97,0.47,1.49
2025-06-06 18:45:24,en_marche,0.92,0.44,0.64
2025-06-06 18:46:24,en_marche,1.05,0.57,0.88
2025-06-06 18:47:24,en_marche,1.23,1.1,0.49
2025-06-06 18:48:24,en_marche,1.12,1.03,0.39
2025-06-06 18:49:24,en_marche,0.97,1.14,1.52
2025-06-06 18:50:24,en_marche,1.18,0.21,1.12
2025-06-06 18:51:24,en_marche,1.01,0.86,1.09
2025-06-06 18:52:24,en_marche,1.21,1.06,1.17
2025-06-06 18:53:24,en_marche,0.89,0.72,0.81
2025-06-06 18:54:24,en_marche,1.29,1.34,0.4
2025-06-06 18:55:24,en_marche,0.65,0.72,0.68
2025-06-06 18:56:24,en_marche,0.58,1.0,0.74
2025-06-06 18:57:24,en_marche,0.45,0.27,0.31
2025-06-06 18:58:24,en_marche,0.94,0.87,0.22
2025-06-06 18:59:24,en_marche,1.34,0.6,0.6
2025-06-06 19:00:24,en_marche,0.21,0.95,1.21
2025-06-06 19:01:24,en_marche,0.7,0.25,1.26
2025-06-06 19:02:24,en_marche,0.81,0.77,0.67
2025-06-06 19:03:24,en_marche,0.25,0.31,0.82
2025-06-06 19:04:24,en_marche,0.78,1.02,0.37
2025-06-06 19:05:24,en_marche,1.17,1.19,0.97
2025-06-06 19:06:24,en_marche,0.78,1.05,0.82
2025-06-06 19:07:24,en_marche,0.91,0.59,0.16
2025-06-06 19:08:24,en_marche,0.57,0.91,0.97
2025-06-06 19:09:24,en_marche,0.39,0.9,0.2
2025-06-06 19:10:24,en_marche,0.83,1.04,0.87
2025-06-06 19:11:24,en_marche,0.61,0.43,0.18
2025-06-06 19:12:24,en_marche,0.94,1.02,1.51
2025-06-06 19:13:24,en_marche,1.07,0.5,0.87
2025-06-06 19:14:24,en_marche,1.23,0.75,0.74
2025-06-06 19:15:24,en_marche,0.85,0.75,1.27
2025-06-06 19:16:24,en_marche,0.78,0.54,0.77
2025-06-06 19:17:24,en_marche,0.77,1.19,1.24
2025-06-06 19:18:24,en_marche,0.6,0.7,0.71
2025-06-06 19:19:24,en_marche,0.68,1.04,0.93
2025-06-06 19:20:24,en_marche,0.9,0.67,0.91
2025-06-06 19:21:24,en_marche,0.97,0.7,0.54
2025-06-06 19:22:24,en_marche,0.75,0.28,1.13
2025-06-06 19:23:24,en_marche,0.49,0.8,1.1
2025-06-06 19:24:24,en_marche,0.93,0.86,0.92
2025-06-06 19:25:24,en_marche,0.73,1.18,1.0
2025-06-06 19:26:24,en_marche,0.87,0.72,0.71
2025-06-06 19:27:24,en_marche,0.6,0.5,0.94
2025-06-06 19:28:24,en_marche,0.5,0.76,1.13
2025-06-06 19:29:24,en_marche,1.19,0.67,0.61
2025-06-06 19:30:24,en_marche,0.57,0.28,0.93
2025-06-06 19:31:24,en_marche,1.31,0.78,0.61
2025-06-06 19:32:24,en_marche,0.49,1.12,0.66
2025-06-06 19:33:24,en_marche,0.95,0.59,0.82
2025-06-06 19:34:24,en_marche,0.63,0.3,1.03
2025-06-06 19:35:24,en_marche,1.16,0.76,0.86
2025-06-06 19:36:24,en_marche,0.71,1.16,0.53
2025-06-06 19:37:24,en_marche,0.62,0.78,0.74
2025-06-06 19:38:24,en_marche,1.47,0.51,1.05
2025-06-06 19:39:24,en_marche,0.54,0.61,0.62
2025-06-06 19:40:24,en_marche,0.73,0.6,0.9
2025-06-06 19:41:24,en_marche,1.27,0.64,0.81
2025-06-06 19:42:24,en_marche,0.68,1.0,0.65
2025-06-06 19:43:24,en_marche,0.81,0.93,0.65
2025-06-06 19:44:24,en_marche,1.12,0.83,0.78
2025-06-06 19:45:24,en_marche,0.92,1.21,0.88
2025-06-06 19:46:24,en_marche,1.07,0.63,0.77
2025-06-06 19:47:24,en_marche,1.22,0.83,1.42
2025-06-06 19:48:24,en_marche,0.6,0.34,0.85
2025-06-06 19:49:24,en_marche,0.95,0.73,0.66
2025-06-06 19:50:24,en_marche,0.87,0.84,0.61
2025-06-06 19:51:24,en_marche,0.8,1.0,0.71
2025-06-06 19:52:24,en_marche,0.43,0.37,0.36
2025-06-06 19:53:24,en_marche,0.26,0.85,1.11
2025-06-06 19:54:24,en_marche,0.67,0.71,1.04
2025-06-06 19:55:24,en_marche,1.27,1.19,1.09
2025-06-06 19:56:24,en_marche,0.84,0.88,1.05
2025-06-06 19:57:24,en_marche,0.83,1.19,1.46
2025-06-06 19:58:24,en_marche,0.71,0.93,0.72
2025-06-06 19:59:24,en_marche,0.35,0.88,0.58
2025-06-06 20:00:24,en_marche,0.42,0.41,0.35
2025-06-06 20:01:24,en_marche,1.06,0.94,0.67
2025-06-06 20:02:24,en_marche,1.13,0.46,1.22
2025-06-06 20:03:24,en_marche,0.84,0.63,0.34
2025-06-06 20:04:24,en_marche,0.84,0.34,0.72
2025-06-06 20:05:24,en_marche,0.87,0.62,0.63
2025-06-06 20:06:24,en_marche,0.54,0.98,0.99
2025-06-06 20:07:24,en_marche,1.19,0.43,1.11
2025-06-06 20:08:24,en_marche,0.9,0.98,0.66
2025-06-06 20:09:24,en_marche,0.98,1.06,0.97
2025-06-06 20:10:24,en_marche,0.64,1.13,0.5
2025-06-06 20:11:24,en_marche,0.63,0.17,0.23
2025-06-06 20:12:24,en_marche,0.93,0.41,0.9
2025-06-06 20:13:24,en_marche,1.22,1.28,1.25
2025-06-06 20:14:24,en_marche,0.74,1.05,0.51
